title,developer,publisher,genre,na_date,eu_date,jp_date,au_date,asia_date,kr_date,format,media,notes
Hideboh: Tap Dance Hero,Dorasu,Dorasu,Rhythm,No,,,,,,,,
High School DxD: New Fight,Marvelous,Marvelous,Role-playing,No,,,,,,,,
Higurashi When They Cry Sui,"07th Expansion , Alchemist",Kaga Create,Visual novel,Yes,,,,,,,,
Hiiro no Kakera: Omoi Iro no Kioku,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Himawari: Pebble in the Sky [ ja ],"Blank Note, Front Wing",Prototype,Visual novel,Yes,,,,,,,,
Himehibi Zoku! Nigakki: New Princess Days [ ja ],Takuyo,Takuyo,Otome game,Yes,,,,,,,,
Himehibi: Princess Days [ ja ],Takuyo,Takuyo,Otome game Mini-game,Yes,,,,,,,,
Himno,Ratalaika Games,Ratalaika Games,Platform,Yes,,,,,,,,
Himouto! Umaru-chan: Himouto! Ikusei Keikaku,FuRyu,FuRyu,Raising simulation,Yes,,,,,,,,
Hinemosu Shikihime,Appirits,Appirits,Action,No,,,,,,,,
Hitman Go: Definitive Edition,Square Enix Montreal,Square Enix,Puzzle,Yes,,,,,,,,
Hitotsu Tobashi Ren'ai V [ ja ],ASa Project,Kaga Create,Visual novel,Yes,,,,,,,,
Hoggy 2,Raptisoft,Ratalaika Games,Action,No,,,,,,,,
Hohokum,"Honeyslug , Santa Monica Studio",Sony Computer Entertainment,Action,Yes,,,,,,,,
Home,Benjamin Rivers Inc.,Benjamin Rivers Inc.,Adventure,Yes,,,,,,,,
Horizon Chase Turbo,Aquiris Game Studio,EastAsiaSoft,Racing,No,,,,,,,,
Hoshi Ori Yume Mirai Converted Edition [ ja ],Tone Work's,Prototype,Otome game,Yes,,,,,,,,
Hot Shots Golf: World Invitational • Everybody's Golf 6,Clap Hanz,Sony Computer Entertainment,Sports,No,,,,,,,,
Hotaru no Nikki,Nippon Ichi Software,Nippon Ichi Software,Adventure,Yes,,,,,,,,
Hotchkiss [ ja ],"Giga , Daidai Inc.",Entergram,Visual novel,Yes,,,,,,,,
Hotline Miami,"Dennaton Games , Abstraction Games",Devolver Digital (NA/EU) Spike Chunsoft (JP),Shooter,Yes,,,,,,,,
Hotline Miami 2: Wrong Number,"Dennaton Games , Abstraction Games",Devolver Digital (NA/EU) Spike Chunsoft (JP),Shooter,Yes,,,,,,,,
Hue,Fiddlesticks Games,Curve Digital,Platform,No,,,,,,,,
Hungry Giraffe,Laughing Jackal,Laughing Jackal,Action,No,,,,,,,,
Hustle Kings,"VooFoo Studios, EPOS Game Studios",Sony Computer Entertainment,Sports,No,,,,,,,,
Hyakka Hyakurō: Sengoku Ninpōchō,Red Entertainment,D3 Publisher,Otome game,Yes,,,,,,,,
Hyakka Ryōran Elixir: Record of Torenia Revival,AXL,Kaga Create,Visual novel,Yes,,,,,,,,
Hyakka Yakō [ ja ],Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Hyperdevotion Noire: Goddess Black Heart,"Compile Heart , Sting Entertainment",Compile Heart,Tactical role-playing,Yes,,,,,,,,
Hyperdimension Neptunia Re;Birth 1,"Compile Heart , Felistella",Compile Heart,Role-playing,Japan/Asia only,,,,,,,,
Hyperdimension Neptunia Re;Birth 2: Sisters Generation,"Compile Heart , Felistella",Compile Heart,Role-playing,Yes,,,,,,,,
Hyperdimension Neptunia Re;Birth 3: V Generation,Compile Heart,Compile Heart,Role-playing,Yes,,,,,,,,
Hyperdimension Neptunia U: Action Unleashed,Tamsoft,Compile Heart (JP) Idea Factory International (NA/EU),Action,Yes,,,,,,,,
Hyperdimension Neptunia: Producing Perfection,"Compile Heart , Tamsoft",Compile Heart,"Raising simulation, rhythm",Japan/Asia only,,,,,,,,
I Am The Hero,Ratalaika Games,"Ratalaika Games, EastAsiaSoft",Beat 'em up,No,,,,,,,,
I Doll U [ ja ],"Avex Pictures , Otomate",Idea Factory,Otome game,Yes,,,,,,,,
I and Me,Wish Fang,Ratalaika Games,Platform,No,,,,,,,,
I x SHE x Tell,Entergram,Entergram,Visual novel,No,,,,,,,,
IA/VT Colorful,Marvelous,Marvelous,Rhythm,Yes,,,,,,,,
ID Rebirth Session [ ja ],Rootnuko,Entergram,Visual novel,Yes,,,,,,,,
Ice Cream Surfer,Dolores Entertainment,Hidden Trap,Shooter,No,,,,,,,,
Iconoclasts,Konjak,JP : Dangen Entertainment WW : Konjak,Platform,Yes,,,,,,,,
Idol Death Game TV,Witchcraft,D3 Publisher,Action-adventure,Yes,,,,,,,,
Idolish7: Twelve Fantasia,Bandai Namco Entertainment,Bandai Namco Entertainment,Rhythm,Yes,,,,,,,,
Ikemen Bakumatsu: Unmei no Koi no Miyako to Koi no Ran,Cybird,Lionsfilm,Otome game,No,,,,,,,,
Ikemen Sengoku: Toki o Kakeru Koi Arata Naru Deai,Cybird,Idea Factory,Otome game,Yes,,,,,,,,
Ikenie to Yuki no Setsuna,Tokyo RPG Factory,Square Enix,Role-playing,Yes,,,,,,,,
Illusion of L'Phalcia,Kemco,Kemco,Role-playing,No,,,,,,,,
Ima Sugu Oniichan ni Imōto da tte Iitai!,Fairys,Piacci,Visual novel,Yes,,,,,,,,
Imaginstruments,Catalyst,Sony Computer Entertainment,Application,No,,,,,,,,
Indigo 7: Quest for Love,Dolores Entertainment,EastAsiaSoft,Puzzle,No,,,,,,,,
Indoor Sports World,Icon Games Entertainment,Icon Games Entertainment,Sports,No,,,,,,,,
Infinite Stratos 2: Ignition Hearts,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Infinite Stratos 2: Love and Purge,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Infinità Strada,Office 5656,Office 5656,Card battle,No,,,,,,,,
Injustice: Gods Among Us Ultimate Edition,NetherRealm Studios Armature Studio,Warner Bros. Interactive Entertainment,Fighting,No,,,,,,,,
InkSplosion,Petite Games,Ratalaika Games,Shooter,No,,,,,,,,
International Snooker,Big Head Games,Big Head Games,Sports,Yes,,,,,,,,
Invizimals: Hidden Challenges,Novarama,Sony Computer Entertainment,Strategy,No,,,,,,,,
Invizimals: The Alliance,Novarama,Sony Computer Entertainment,Action,No,,,,,,,,
Invizimals: The Resistance,Novarama,Sony Computer Entertainment,Action,No,,,,,,,,
Invokers Tournament,Stormbasic Games,Stormbasic Games,Multiplayer online battle arena,No,,,,,,,,
Iron Sea Defenders,Creobit,8 Floor Games,Tower defense,No,,,,,,,,
Iron Snout,SnoutUp,Ratalaika Games,Beat 'em up,No,,,,,,,,
Irotoridori no Sekai: World's End Re:Birth [ ja ],Favorite,Dramatic Create,Visual novel,No,,,,,,,,
Island,Front Wing,Prototype,Visual novel,Yes,,,,,,,,
It's Spring Again,Baba Yaga Games Sometimes You,Sometimes You,Educational,No,,,,,,,,
Itadaki Street: Dragon Quest and Final Fantasy 30th Anniversary,Square Enix,Square Enix,Board game,No,,,,,,,,
Iwaihime: Matsuri,DMM.com,Nippon Ichi Software,Visual novel,Yes,,,,,,,,
J-Stars Victory VS,Spike Chunsoft,Bandai Namco Games,Fighting,Yes,,,,,,,,
J-Stars Victory VS Plus,Spike Chunsoft,Bandai Namco Games,Fighting,Yes,,,,,,,,
JOYSOUND.TV Plus,XING,XING,Rhythm,No,,,,,,,,
Jack N' Jill DX,Rohan Narang,Ratalaika Games,Platform,No,,,,,,,,
Jacob Jones and the Bigfoot Mystery,Lucid Games,Lucid Games,"Adventure, puzzle",No,,,,,,,,
Jak 3 HD,Naughty Dog Mass Media Inc.,Sony Computer Entertainment,Action-platform,No,,,,,,,,
Jak II HD,Naughty Dog Mass Media Inc.,Sony Computer Entertainment,Action-platform,No,,,,,,,,
Jak and Daxter: The Precursor Legacy HD,Naughty Dog Mass Media Inc.,Sony Computer Entertainment,Action-platform,No,,,,,,,,
Jazz: Trump's Journey,Bulkypix,Egg Ball,Platform,Yes,,,,,,,,
Jet Car Stunts,Grip Games,bitComposer Entertainment,Racing,Yes,,,,,,,,
Jet Set Knights,"Ratalaika Games, FobTi Interactive",EastAsiasoft,Action,Yes,,,,,,,,
Jet Set Radio,"Smilebit , BlitWorks",Sega,Action,Yes,,,,,,,,
Jetpack Joyride,"Halfbrick Studios , Big Ant Studios",Big Ant Studios,Endless runner,Yes,,,,,,,,
Jetpack Joyride Deluxe,"Halfbrick Studios , Big Ant Studios",Big Ant Studios,Endless runner,Yes,,,,,,,,
Jikkyō Powerful Pro Yakyū 2012 Kettei-ban [ ja ],Baseball Content Studio,Konami,Sports,No,,,,,,,,
Jikkyō Powerful Pro Yakyū 2012 [ ja ],Baseball Content Studio,Konami,Sports,No,,,,,,,,
Jikkyō Powerful Pro Yakyū 2013 [ ja ],Baseball Content Studio,Konami,Sports,Yes,,,,,,,,
Jikkyō Powerful Pro Yakyū 2014 [ ja ],Baseball Content Production,Konami,Sports,Yes,,,,,,,,
Jikkyō Powerful Pro Yakyū 2016 [ ja ],Konami,Konami,Sports,Yes,,,,,,,,
Jikkyō Powerful Pro Yakyū 2018 [ ja ],Konami,Konami,Sports,Yes,,,,,,,,
Jikkyō Powerful Pro Yakyū Championship 2017 [ ja ],Konami,Konami,Sports,Yes,,,,,,,,
Jikkyō Powerful Pro Yakyū Championship 2018,Konami,Konami,Sports,Yes,,,,,,,,
Jikkyō Powerful Pro Yakyū Success Special [ ja ],Konami,Konami,Sports,Yes,,,,,,,,
Jinrō Game,Office 5656,AMG Games,Visual novel,No,,,,,,,,
Joe Danger,Hello Games,Hello Games,"Racing, platform",Yes,,,,,,,,
Joe Danger 2: The Movie,Hello Games,Hello Games,"Racing, platform",Yes,,,,,,,,
Jonah Lomu Rugby Challenge,Sidhe,Tru Blu Entertainment,Sports,No,,,,,,,,
Judas Code,tri-Ace,tri-Ace,"Card battle, third-person shooter",Yes,,,,,,,,
Jungle Rumble,Disco Pixel,Disco Pixel,Rhythm,No,,,,,,,,
Just Ignore Them,Stranga,Ratalaika Games,Adventure,No,,,,,,,,
Just a Phrase by POWGI,Lightwood Games,Lightwood Games,Puzzle,No,,,,,,,,
Justy×Nasty: Maō Hajimemashita,Whirlpool,GN Software,Visual novel,Yes,,,,,,,,
Jūzaengi: Engetsu Sangokuden 1-2,Red Entertainment,Idea Factory,Otome game,Yes,,,,,,,,
Kadenz fermata Akkord: fortissimo,"La'cryma , 5pb.",5pb.,Visual novel,No,,,,,,,,
Kaeru Batake de Tsukamaete [ ja ],Takuyo,Takuyo,Otome game Mini-games,Yes,,,,,,,,
Kaeru Batake de Tsukamaete: Natsu Chigira Sansen!,Takuyo,Takuyo,Otome game,Yes,,,,,,,,
Kai-Ri-Sei Million Arthur [ ja ],Square Enix,Square Enix,Card battle,Yes,,,,,,,,
Kaihou Shoujo SIN,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Kajiri Kamui Kagura: Akebono no Hikari,Light,Light,Visual novel,Yes,,,,,,,,
Kaku-San-Sei Million Arthur [ ja ],Square Enix,Square Enix,Card battle,Yes,,,,,,,,
Kaleido-Eve [ ja ],"Éstciel, HuneX",HuneX,Visual novel,Yes,,,,,,,,
Kamaitachi no Yoru: Rinne Saisei,"Spike Chunsoft , Regista",5pb.,Visual novel,Yes,,,,,,,,
Kamen Rider: Battride War Genesis,Eighting,Bandai Namco Entertainment,Action role-playing,Yes,,,,,,,,
Kamidanomi Shisugite Ore no Mirai ga Yabai,Hulotte,Entergram,Visual novel,Yes,,,,,,,,
Kamigami no Asobi InFinite,Nippon Ichi Software,Broccoli,Visual novel Quiz,Yes,,,,,,,,
Kamisama to Koigokoro,Takuyo,Takuyo,Otome game Mini-games,Yes,,,,,,,,
KanColle Kai,Kadokawa Games,Kadokawa Games,Strategy,No,,,,,,,,
Kannagi no Mori Satsukiame Tsuzuri,Matatabi,"Workman Co, Ltd.",Visual novel,No,,,,,,,,
Kanojo Step,Smee,Piacci,Visual novel,Yes,,,,,,,,
Karigurashi Ren'ai,ASa Project,Entergram,Visual novel,No,,,,,,,,
Karumaruka Circle [ ja ],Saga Planets,Entergram,Visual novel,Yes,,,,,,,,
Katahane: An' call Belle [ ja ],10mile,Prototype,Visual novel,Yes,,,,,,,,
Kawaii Deathu Desu,Top Hat Studios Inc,"Top Hat Studios Inc, EastAsiaSoft",Beat 'em up,No,,,,,,,,
Kazoku Keikaku: Re:Tsumugu Ito,Interlex,Interlex,Visual novel,No,,,,,,,,
Ken ga Kimi for V [ ja ],Rejet,Rejet,Otome game,Yes,,,,,,,,
Ken ga Kimi: Momoyo Tsuzuri [ ja ],Rejet,Rejet,Otome game,Yes,,,,,,,,
Kenka Bancho Otome,Red Entertainment,Spike Chunsoft,Otome game Rhythm,No,,,,,,,,
Kenka Bancho Otome: 2nd Rumble!!,Red Entertainment,Spike Chunsoft,Otome game Fighting,No,,,,,,,,
Kenka Bancho Otome: Kanzen Muketsu no My Honey,Red Entertainment,Spike Chunsoft,Otome game,No,,,,,,,,
Kick & Fennick,"Jaywalkers Interactive, Abstraction Games",Green Hill Studios,Platform,Yes,,,,,,,,
KickBeat,Zen Studios,Zen Studios,Rhythm,Yes,,,,,,,,
Kid Tripp,Four Horses,Four Horses,Platform,No,,,,,,,,
Kidou Senshi Gundam: Battle Operation Support Appli,Bandai Namco Entertainment,Bandai Namco Entertainment,Application,No,,,,,,,,
Kidō Senshi Gundam SEED Battle Destiny,Artdink,Bandai Namco Games,Action,Yes,,,,,,,,
Kidō Senshi Gundam: Battle Fortress,Bandai Namco Entertainment,Bandai Namco Entertainment,Simulation,No,,,,,,,,
Kidō Senshi Gundam: Conquest V,Bandai Namco Entertainment,Bandai Namco Entertainment,Simulation,No,,,,,,,,
Kilka Card Gods,Bamtang Games,Bamtang Games,Card game,No,,,,,,,,
Killer Dolls United,The Domaginarium,The Domaginarium,Action,No,,,,,,,,
Killzone: Mercenary,Guerrilla Cambridge,Sony Computer Entertainment,First-person shooter,Yes,,,,,,,,
Kimi no Hitomi ni Hit Me [ ja ],Giga,Giga,Visual novel,Yes,,,,,,,,
Kimi o Aogi Otome wa Hime ni,PeasSoft,Entergram,Visual novel,Yes,,,,,,,,
Kin'iro Loveriche,Saga Planets,NekoNyan Ltd.,Visual novel,No,,,,,,,,
Kin'iro no Corda 2ff,Ruby Party,Koei Tecmo,Role-playing,Yes,,,,,,,,
Kin'iro no Corda 3: Another Sky feat. Jinnan / Shiseikan / Amane Gakuen,Ruby Party,Koei Tecmo,Visual novel,Yes,,,,,,,,
Kin'iro no Corda 3: Full Voice Special,Ruby Party,Koei Tecmo,Visual novel,Yes,,,,,,,,
Kin'iro no Corda 4,Ruby Party,Koei Tecmo,Role-playing,Yes,,,,,,,,
Kin'iro no Corda: Octave,Ruby Party,Koei Tecmo,Visual novel Rhythm,Yes,,,,,,,,
King Oddball,10tons,10tons,Puzzle,Yes,,,,,,,,
Kiss Ato [ ja ],Giga,Entergram,Visual novel,Yes,,,,,,,,
Kissbell [ ja ],Giga,TGL,Visual novel,Yes,,,,,,,,
Klap!! Kind Love and Punish [ ja ],"Otomate , Design Factory",Idea Factory,Otome game,Yes,,,,,,,,
Klap!! Kind Love and Punish: Fun Party [ ja ],"Otomate , Design Factory",Idea Factory,Otome game,Yes,,,,,,,,
Knight Solitaire,Creobit,4 Hit,Puzzle,No,,,,,,,,
Knightin'+,Ratalaika Games,Ratalaika Games,Dungeon crawler,Yes,,,,,,,,
Knobswitch,Tiredtrope,Tiredtrope,Application,No,,,,,,,,
Knock-Knock,Ice-Pick Lodge,Ice-Pick Lodge,Survival horror,No,,,,,,,,
Knytt Underground,"Green Hill Games, Nifflas",Ripstone,Platform,Yes,,,,,,,,
Koezaru wa Akai Hana: Koi wa Tsuki ni Michibikareru,Operetta Due,Dramatic Create,Otome game,Yes,,,,,,,,
Koi,Dotoyou,Oasis Games,Puzzle,No,,,,,,,,
Koisuru Otome to Shugo no Tate: Bara no Seibo,Axl,Axl,Visual novel,No,,,,,,,,
Kono Aozora ni Yakusoku o,Giga,Entergram,Visual novel,Yes,,,,,,,,
Kono Subarashii Sekai ni Shukufuku o! Attack of the Destroyer,5pb.,5pb.,Shoot 'em up,Yes,,,,,,,,
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Kono Uta ga Owattara: When This Song Is Over [ ja ],"Hourglass, Snowflake",One Draw,Visual novel,Yes,,,,,,,,
"Kono Ōzora ni, Tsubasa o Hirogete: Cruise Sign",Pulltop,5pb.,Visual novel,No,,,,,,,,
Koroshiya to Strawberry,Broccoli,Broccoli,Otome game,Yes,,,,,,,,
Koshotengai no Hashihime,Adelta,Dramatic Create,Otome game,Yes,,,,,,,,
Krinkle Krusher,Ilusis Interactive Graphics,Ilusis Interactive Graphics,Tower defense,No,,,,,,,,
Kud Wafter Converted Edition,Key,Prototype,Visual novel,Yes,,,,,,,,
Kujiragami no Tearstilla [ ja ],Whirlpool,Piacci,Visual novel,Yes,,,,,,,,
Kung Fu Rabbit,cTools Studio,Neko Entertainment,Platform,Yes,,,,,,,,
Kung Fury: Street Rage,Hello There,Hello There,Beat 'em up,No,,,,,,,,
Kurenai no Homura: Sanada Ninpōchō,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Kurogane Kaikijong,Red Flagship,Red Flagship,Mahjong,No,,,,,,,,
Kurogane Kaikitan: Ichigo Ichie [ ja ],Minato Station,Happinet Games,Visual novel,Yes,,,,,,,,
Kurogane Kaikitan: Senya Ichiya [ ja ],Minato Station,Happinet Games,Visual novel,Yes,,,,,,,,
Kyōkai no Shirayuki,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
La-Mulana EX,Pygmy Studio,Asterizm (JP) Rising Star Games (NA/EU),Platform,Yes,,,,,,,,
Lara Croft Go,Square Enix Montreal,Square Enix,Puzzle,Yes,,,,,,,,
Laser Disco Defenders,Out of Bounds Games,Excalibur Games,Shooter,No,,,,,,,,
Last Wings,Vertice Games,Vertice Games,Shooter,Yes,,,,,,,,
League of Evil,"Ravenous Games, Ratalaika Games",Ratalaika Games,Platform,No,,,,,,,,
Legend of the Skyfish,Mgaia Studio,Ratalaika Games,Action,No,,,,,,,,
Legends of War: Patton,Enigma Software Productions,Slitherine Software,Turn-based strategy,Yes,,,,,,,,
Lego Batman 2: DC Super Heroes,"Traveller's Tales , TT Fusion",Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego Batman 3: Beyond Gotham,"Traveller's Tales , TT Fusion",Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego Harry Potter: Years 5–7,"Traveller's Tales , TT Fusion",Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego Jurassic World,TT Fusion,Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego Legends of Chima: Laval's Journey,TT Fusion,Warner Bros. Interactive Entertainment,Action-adventure,No,,,,,,,,
Lego Marvel Super Heroes: Universe in Peril,"Traveller's Tales , TT Fusion",Warner Bros. Interactive Entertainment,Action-adventure,No,,,,,,,,
Lego Marvel's Avengers,"Traveller's Tales , TT Fusion",Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego Ninjago: Nindroids,Hellbent Games,Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego Ninjago: Shadow of Ronin,TT Fusion,Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego Star Wars: The Force Awakens,TT Fusion,Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego The Hobbit,"Traveller's Tales , TT Fusion",Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lego The Lord of the Rings,"Traveller's Tales , TT Fusion",Warner Bros. Interactive Entertainment,Action-adventure,Yes,,,,,,,,
Lemmings Touch,d3t,Sony Computer Entertainment,Puzzle,No,,,,,,,,
Let's Fish! Hooked On,"SIMS Co., Ltd.",JP : Kadokawa Games WW : Wired Productions,Sports,Yes,,,,,,,,
Letter Quest: Grimm's Journey Remastered,Bacon Bandit Games,Digerati,Puzzle,No,,,,,,,,
Level 22,Noego Games,Moving Player,Stealth,Yes,,,,,,,,
Lichtspeer,Lichthund,Crunching Koalas,Action,No,,,,,,,,
Licky the Lucky Lizard Lives Again,BezDoesGames,BezDoesGames,Platform,Yes,,,,,,,,
Limbo,"Playdead , Double Eleven",Playdead,Puzzle-platform,Yes,,,,,,,,
Link-a-Pix Deluxe,Lightwood Games,Lightwood Games,Puzzle,No,,,,,,,,
Little Adventure on the Prairie,Infinite Madaa,Infinite Madaa,Adventure,Yes,,,,,,,,
Little Busters! Converted Edition,Key,Prototype,Visual novel Sports,Yes,,,,,,,,
Little Deviants,Bigbig Studios,Sony Computer Entertainment,Arcade,No,,,,,,,,
Little Red Lie,WZO Games,WZO Games,Role-playing,No,,,,,,,,
LittleBigPlanet PS Vita,"Double Eleven , Tarsier Studios , XDev Studio Europe",Sony Computer Entertainment,Platform,No,,,,,,,,
London Detective Mysteria,Karin Entertainment,JP : Karin Entertainment WW : Xseed Games,Otome game,Yes,,,,,,,,
Lone Survivor: The Director's Cut,Superflat Games,Curve Digital,Survival horror,Yes,,,,,,,,
Looney Tunes Galactic Sports,Virtual Toys,Sony Computer Entertainment,Sports,No,,,,,,,,
Lord of Apocalypse,Access Games,Square Enix,Action,Yes,,,,,,,,
"Lost Cube, The",JanduSoft,EastAsiaSoft,Adventure,No,,,,,,,,
Lost Dimension,Lancarse,FuRyu (JP) Atlus USA (NA) NIS America (EU),Role-playing,Yes,,,,,,,,
Love Live! School Idol Paradise Vol. 1: Printemps,Dingo,Kadokawa Games,Rhythm,No,,,,,,,,
Love Live! School Idol Paradise Vol. 2: BiBi,Dingo,Kadokawa Games,Rhythm,No,,,,,,,,
Love Live! School Idol Paradise Vol. 3: Lily White,Dingo,Kadokawa Games,Rhythm,No,,,,,,,,
Love Quiz: Koisuru Otome no Final Answer,Emiq,Asgard Japan,Otome game Quiz,Yes,,,,,,,,
Love Revenge,Dear,TGL,Visual novel,Yes,,,,,,,,
Love of Ren'ai Kōtei of Love!,Harukaze,Entergram,Visual novel,Yes,,,,,,,,
Lovely Quest: Unlimited [ ja ],Hooksoft,Piacci,Visual novel,Yes,,,,,,,,
Lovely×cation 1&2,Hibiki Works,5pb.,Visual novel Dating sim,Yes,,,,,,,,
Luckslinger,Duckbridge,EastAsiaSoft,Platform,No,,,,,,,,
Lucky Dog 1,Tennenouji,Prototype,Otome game,Yes,,,,,,,,
Luftrausers,Vlambeer,Devolver Digital,Shooter,Yes,,,,,,,,
Lumines Electronic Symphony,Q Entertainment,Ubisoft,Puzzle,North America/Japan only,,,,,,,,
Luminous Arc Infinity,Marvelous,Marvelous,Tactical role-playing,Yes,,,,,,,,
Lumo,Triple Eh?,Rising Star Games,Action-adventure,No,,,,,,,,
M3: Sono Kuroki Hagane: Mission Memento Mori,"Bandai Namco Games , Netchubiyori",Bandai Namco Games,Action,Yes,,,,,,,,
MLB 12: The Show,San Diego Studio,Sony Computer Entertainment,Sports,No,,,,,,,,
MLB 13: The Show,San Diego Studio,Sony Computer Entertainment,Sports,Yes,,,,,,,,
MLB 14: The Show,San Diego Studio,Sony Computer Entertainment,Sports,Yes,,,,,,,,
MLB 15: The Show,San Diego Studio,Sony Computer Entertainment,Sports,Yes,,,,,,,,
MOP: Operation Cleanup,EnsenaSoft,EnsenaSoft,Runner,Yes,,,,,,,,
MUD: FIM Motocross World Championship,Milestone srl,Black Bean Games,Racing,Yes,,,,,,,,
MXGP The Official Motocross Videogame,Milestone srl,Milestone srl (EU) Bandai Namco Games (NA),Racing,Yes,,,,,,,,
Machinarium,Amanita Design,JP : Playism WW : Amanita Design,Adventure,Yes,,,,,,,,
Macross Delta Scramble,Artdink,Bandai Namco Entertainment,Action,Yes,,,,,,,,
Madden NFL 13,HB Studios,EA Sports,Sports,Yes,,,,,,,,
Magic-kyun! Renaissance,HuneX,Broccoli,Otome game,Yes,,,,,,,,
Magical Beat,Arc System Works,Arc System Works,"Rhythm, puzzle",Yes,,,,,,,,
Mahjong Carnival,Creobit,4HIT LTD,Mahjong,No,,,,,,,,
Mahjong Fight Club: Shinsei Zenkoku Taisen-ban,Konami,Konami,Mahjong,Yes,,,,,,,,
Mahjong Gold,Creobit,4HIT LTD,Mahjong,Yes,,,,,,,,
Mahjong Royal Towers,Creobit,8 Floor Games,Mahjong,Yes,,,,,,,,
Mahjong World Contest,Creobit,8 Floor Games,Mahjong,Yes,,,,,,,,
Mahō Shōjo Taisen Zanbatsu,Galat Games,Galat Games,Action,Yes,,,,,,,,
Mahōka Kōkō no Rettōsei: Out of Order,Witchcraft,Bandai Namco Games,Action role-playing,Yes,,,,,,,,
Maid-san wo Migi ni: Shooting Star,Platine Dispositif,Mediascape,Platform,No,,,,,,,,
Maison de Maou,Petit Depotto,Playism,Tower defense,No,,,,,,,,
Majo Koi Nikki: Dragon×Caravan,Qoobrand,Kaga Create,Visual novel,Yes,,,,,,,,
Making * Lovers,HookSoft,NekoNyan Ltd.,Visual novel,No,,,,,,,,
Maldita Castilla EX,Locomalito,Abylight Studios,Platform,Yes,,,,,,,,
Malicious Rebirth,Alvion,Alvion,Action,Yes,,,,,,,,
Maliya,Arrayansoft,Arrayansoft,Card game,No,,,,,,,,
Manga Kakeru,Granzella,Granzella,Application,Yes,,,,,,,,
Marginal 4: Idol of Supernova,"Rejet, Otomate",Idea Factory,Otome game,Yes,,,,,,,,
Marginal 4: Road to Galaxy,"Rejet, Otomate",Idea Factory,Otome game Rhythm,Yes,,,,,,,,
Maru Gōkaku! Tatsuken Shiken Heisei 27-nendo-ban,Media5,Media5,Educational,Yes,,,,,,,,
Mary Skelter: Nightmares,Compile Heart,Compile Heart (JP) Idea Factory (NA/EU),Dungeon crawler,Yes,,,,,,,,
Mecho Tales,Arcade Distillery,Arcade Distillery,Platform,No,,,,,,,,
Mecho Wars: Desert Ashes,Arcade Distillery,Arcade Distillery,Strategy,No,,,,,,,,
Medieval Defenders,Creobit,4HIT LTD,Tower defense,No,,,,,,,,
MegaTagmension Blanc + Neptune VS Zombies,Tamsoft,Compile Heart (JP) Idea Factory International (NA/EU),Action,Yes,,,,,,,,
MeiQ,Planet G,Planet G,Puzzle,No,,,,,,,,
MeiQ: Labyrinth of Death,Compile Heart,Compile Heart (JP) Idea Factory (NA/EU),Dungeon crawler,Yes,,,,,,,,
Meiji Tokyo Renka Full Moon,HuneX,Broccoli,Otome game,Yes,,,,,,,,
Meikyuu Cross Blood: Infinity Ultimate [ ja ],Experience Inc.,5pb.,Dungeon crawler,Yes,,,,,,,,
Meikyuu Cross Blood: Infinity [ ja ],Experience Inc.,CyberFront,Dungeon crawler,Yes,,,,,,,,
Mekabolt,Ratalaika Games,Ratalaika Games,Puzzle-platform,Yes,,,,,,,,
Mekorama,Ratalaika Games,Rainy Frog,Puzzle,No,,,,,,,,
Mell Kiss,Giga,Giga,Visual novel,No,,,,,,,,
Melty Moment [ ja ],Hooksoft,Piacci,Visual novel,Yes,,,,,,,,
Memories Off 6 Complete,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Memories Off: Innocent Fille,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Memories Off: Innocent Fille for Dearest,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Memories Off: Yubikiri no Kioku,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Men's Room Mayhem,Sawfly Studios,Ripstone,Arcade,No,,,,,,,,
Mercenary Kings: Reloaded Edition,Tribute Games,Tribute Games,Shoot 'em up,Yes,,,,,,,,
Metagal,Ratalaika Games,Ratalaika Games,Platform-Shooter,Yes,,,,,,,,
